196,690,30.97553921817969
200,687,26.06023156526539
211,680,18.90387882440036
228,673,4.212237945645409
249,669,5.88695470211465
266,666,15.005501353122655
279,667,36.269962131373724
292,669,42.52319571851902
310,675,29.18476127269567
327,683,2.9242839275863317
339,694,17.692469140930132
352,703,17.75749718179078
373,711,8.359170950212473
394,712,8.444631644338509
408,710,9.177950090038332
423,704,17.913230615861476
445,700,18.658887057593503
467,696,6.567964312292127
483,694,22.864275032695193
499,691,35.574292493202194
522,688,28.095273611360955
543,682,7.760798958980024
559,677,3.8899767695318896
574,673,1.6213717793769566
595,674,30.537320457894673
614,678,43.99564370687651
627,685,39.01324124901161
639,694,24.9665071633156
659,701,20.933125948977477
690,706,14.51973806330315
729,710,0.12074265916671874
768,711,7.759711083194227
799,708,11.333600004498702
816,701,9.562637173188808
827,692,12.897446086470353
837,683,15.402670877163729
854,673,22.148466813037736
874,662,22.104496769782873
894,654,17.479402300302812
915,647,8.796449754967123
940,643,2.061148759868192
963,641,5.405352062614998
980,642,15.510060000684657
996,645,20.04582578572322
1011,648,23.004705505714877
