No, detection, sending
1, 0.054476261138916016, 0.026564598083496094
2, 0.03532767295837402, 0.025153160095214844
3, 0.045594215393066406, 0.052823543548583984
4, 0.04043078422546387, 0.02097487449645996
5, 0.04662275314331055, 0.028400659561157227
6, 0.03998136520385742, 0.03193831443786621
7, 0.04029679298400879, 0.017806053161621094
8, 0.04028630256652832, 0.027667760848999023
9, 0.04039931297302246, 0.031873226165771484
10, 0.04013800621032715, 0.020000696182250977
11, 0.045908212661743164, 0.030835390090942383
12, 0.04542803764343262, 0.02286553382873535
13, 0.04104971885681152, 0.07433056831359863
14, 0.039351463317871094, 0.02802300453186035
15, 0.04046511650085449, 0.02064371109008789
16, 0.042615652084350586, 0.0273892879486084
17, 0.04251813888549805, 0.018004417419433594
18, 0.04218149185180664, 0.02725386619567871
19, 0.04094982147216797, 0.029756546020507812
20, 0.043298959732055664, 0.02042222023010254
21, 0.04232335090637207, 0.027301788330078125
22, 0.0430452823638916, 0.030742883682250977
23, 0.04262232780456543, 0.025687456130981445
24, 0.04199337959289551, 0.08414983749389648
25, 0.04280877113342285, 0.023898839950561523
26, 0.04149961471557617, 0.02840137481689453
27, 0.041155338287353516, 0.015143871307373047
28, 0.04182124137878418, 0.023311138153076172
29, 0.04198312759399414, 0.019483327865600586
30, 0.04199528694152832, 0.039713144302368164
31, 0.041921377182006836, 0.026790142059326172
32, 0.04028916358947754, 0.04374504089355469
33, 0.04055213928222656, 0.06284761428833008
34, 0.04197239875793457, 0.020169973373413086
35, 0.04189896583557129, 0.03597736358642578
36, 0.043846845626831055, 0.024302959442138672
37, 0.0406796932220459, 0.022786378860473633
38, 0.04096555709838867, 0.02315497398376465
39, 0.04102587699890137, 0.05116581916809082
40, 0.041893959045410156, 0.02803635597229004
41, 0.04027390480041504, 0.02482295036315918
42, 0.04280257225036621, 0.02860736846923828
43, 0.04211926460266113, 0.038091421127319336
44, 0.04149341583251953, 0.07963371276855469
45, 0.04219532012939453, 0.01920938491821289
46, 0.04097867012023926, 0.02079296112060547
47, 0.04257917404174805, 0.029999256134033203
48, 0.039923667907714844, 0.037484169006347656
49, 0.04107546806335449, 0.014693975448608398
50, 0.039740800857543945, 0.034944772720336914
51, 0.04103660583496094, 0.0556797981262207
52, 0.04252314567565918, 0.01526641845703125
53, 0.04159402847290039, 0.04025888442993164
54, 0.043295860290527344, 0.11736559867858887
55, 0.0424954891204834, 0.03490495681762695
56, 0.0431361198425293, 0.018028974533081055
57, 0.041632890701293945, 0.02454829216003418
58, 0.04380655288696289, 0.026555776596069336
59, 0.04161262512207031, 0.01593637466430664
60, 0.04196786880493164, 0.0360872745513916
61, 0.041991233825683594, 0.05756974220275879
62, 0.0429224967956543, 0.030989885330200195
63, 0.0415196418762207, 0.01929020881652832
64, 0.04474925994873047, 0.020101070404052734
65, 0.04235124588012695, 0.03958868980407715
66, 0.04176807403564453, 0.0009479522705078125
67, 0.04208970069885254, 0.0009393692016601562
68, 0.04186868667602539, 0.011106491088867188
69, 0.041265010833740234, 0.0009982585906982422
70, 0.040625572204589844, 0.0027010440826416016
71, 0.04106783866882324, 0.019392728805541992
72, 0.04255104064941406, 0.0331883430480957
73, 0.04207658767700195, 0.04468584060668945
74, 0.04204726219177246, 0.08053708076477051
75, 0.04177665710449219, 0.027023792266845703
76, 0.04087972640991211, 0.030134201049804688
77, 0.04474449157714844, 0.03724479675292969
78, 0.045218467712402344, 0.020920515060424805
79, 0.04515647888183594, 0.038390159606933594
80, 0.05090808868408203, 0.09118485450744629
81, 0.04219770431518555, 0.053206682205200195
82, 0.042905330657958984, 0.04628562927246094
83, 0.040569305419921875, 0.019582033157348633
84, 0.04177069664001465, 0.019125699996948242
85, 0.03885793685913086, 0.04891800880432129
86, 0.04057931900024414, 0.08032941818237305
87, 0.043604135513305664, 0.019790172576904297
88, 0.04177713394165039, 0.03766274452209473
89, 0.041414499282836914, 0.017485380172729492
90, 0.040292978286743164, 0.027472257614135742
91, 0.04221510887145996, 0.0913841724395752
92, 0.04422569274902344, 0.04874539375305176
93, 0.04543733596801758, 0.03153204917907715
94, 0.04198265075683594, 0.03536343574523926
95, 0.04009890556335449, 0.021916627883911133
96, 0.0421290397644043, 0.04108738899230957
97, 0.04133129119873047, 0.08256649971008301
98, 0.04410386085510254, 0.04230690002441406
99, 0.04257988929748535, 0.04230690002441406
100, 0.05271267890930176, 0.054277658462524414
101, 0.04339337348937988, 0.07355856895446777
