0, 0.12549400329589844
1, 0.0693058967590332
2, 0.07602214813232422
3, 0.08882951736450195
4, 0.09051918983459473
5, 0.07822966575622559
6, 0.06764602661132812
7, 0.06294775009155273
8, 0.06636977195739746
9, 0.07233047485351562
10, 0.0809488296508789
11, 0.09180378913879395
12, 0.0767669677734375
13, 0.0733189582824707
14, 0.07131266593933105
15, 0.07562613487243652
16, 0.0741891860961914
17, 0.08451485633850098
18, 0.07324433326721191
19, 0.0819859504699707
20, 0.08540129661560059
21, 0.0675802230834961
22, 0.08407068252563477
23, 0.08150243759155273
24, 0.07441520690917969
25, 0.08165621757507324
26, 0.07515144348144531
27, 0.08415699005126953
28, 0.07119035720825195
29, 0.08032870292663574
30, 0.08153390884399414
31, 0.07824993133544922
32, 0.07370281219482422
33, 0.08350563049316406
34, 0.08359265327453613
35, 0.07469701766967773
36, 0.07635760307312012
37, 0.07074379920959473
38, 0.07459616661071777
39, 0.07926154136657715
40, 0.07593131065368652
41, 0.07466936111450195
42, 0.07213163375854492
43, 0.07245516777038574
44, 0.0712275505065918
45, 0.08660888671875
46, 0.07160282135009766
47, 0.07965731620788574
48, 0.08200526237487793
49, 0.09087562561035156
50, 0.08075404167175293
51, 0.07645678520202637
52, 0.07923197746276855
53, 0.07089066505432129
54, 0.08239555358886719
55, 0.0697793960571289
56, 0.08858990669250488
57, 0.07677221298217773
58, 0.07340335845947266
59, 0.07411050796508789
60, 0.0793614387512207
61, 0.0695035457611084
62, 0.07623815536499023
63, 0.08104157447814941
64, 0.08216428756713867
65, 0.08037018775939941
66, 0.0768575668334961
67, 0.0806269645690918
68, 0.07867860794067383
69, 0.07406902313232422
70, 0.07675004005432129
71, 0.07539105415344238
72, 0.08358407020568848
73, 0.06916022300720215
74, 0.07876324653625488
75, 0.07468986511230469
76, 0.06998038291931152
77, 0.07254171371459961
78, 0.07454347610473633
79, 0.11380767822265625
80, 0.07794404029846191
81, 0.0857536792755127
82, 0.08306503295898438
83, 0.07886171340942383
84, 0.08562636375427246
85, 0.07961082458496094
86, 0.07564210891723633
87, 0.08169794082641602
88, 0.08087563514709473
89, 0.0858924388885498
90, 0.07996010780334473
91, 0.08544516563415527
92, 0.07698535919189453
93, 0.08591341972351074
94, 0.09316873550415039
95, 0.0937814712524414
96, 0.07492470741271973
97, 0.07813215255737305
98, 0.07837247848510742
99, 0.08013248443603516
100, 0.08587813377380371
