pno, rtt
0, 0.05590963363647461
1, 0.04168343544006348
2, 0.042758941650390625
3, 0.04141521453857422
4, 0.041385650634765625
5, 0.04060959815979004
6, 0.04169321060180664
7, 0.0415339469909668
8, 0.0438234806060791
9, 0.04204893112182617
10, 0.06076455116271973
11, 0.04149222373962402
12, 0.07688331604003906
13, 0.04140520095825195
14, 0.041016578674316406
15, 0.04108762741088867
16, 0.04193854331970215
17, 0.041222572326660156
18, 0.04381990432739258
19, 0.04229474067687988
20, 0.05671119689941406
21, 0.047292470932006836
22, 0.04407620429992676
23, 0.04158186912536621
24, 0.0420994758605957
25, 0.04303860664367676
26, 0.04233694076538086
27, 0.06644654273986816
28, 0.041207313537597656
29, 0.04130101203918457
30, 0.04219675064086914
31, 0.041730403900146484
32, 0.06600594520568848
33, 0.04346799850463867
34, 0.04110550880432129
35, 0.043908119201660156
36, 0.041551828384399414
37, 0.07260894775390625
38, 0.04720664024353027
39, 0.07098984718322754
40, 0.04421830177307129
41, 0.06731128692626953
42, 0.04410052299499512
43, 0.047354698181152344
44, 0.042546987533569336
45, 0.04472541809082031
46, 0.05532026290893555
47, 0.04153108596801758
48, 0.07673287391662598
49, 0.0462183952331543
50, 0.042822837829589844
51, 0.03921031951904297
52, 0.040200233459472656
53, 0.041257381439208984
54, 0.04062533378601074
55, 0.03946423530578613
56, 0.06636905670166016
57, 0.04053306579589844
58, 0.04022336006164551
59, 0.04194951057434082
60, 0.04108619689941406
61, 0.04193735122680664
62, 0.04152321815490723
63, 0.04212522506713867
64, 0.06238055229187012
65, 0.04209542274475098
66, 0.041541099548339844
67, 0.04273867607116699
68, 0.04129600524902344
69, 0.04222440719604492
70, 0.045003414154052734
71, 0.04471588134765625
72, 0.0591120719909668
73, 0.0410609245300293
74, 0.041466712951660156
75, 0.0407259464263916
76, 0.041689157485961914
77, 0.040871381759643555
78, 0.04310774803161621
79, 0.04538989067077637
80, 0.05783534049987793
81, 0.042316436767578125
82, 0.041203975677490234
83, 0.047066450119018555
84, 0.044080495834350586
85, 0.05961012840270996
86, 0.041535139083862305
87, 0.04128456115722656
88, 0.0440974235534668
89, 0.04332923889160156
90, 0.06543684005737305
91, 0.04337430000305176
92, 0.04129290580749512
93, 0.04385781288146973
94, 0.04249882698059082
95, 0.06544208526611328
96, 0.042372941970825195
97, 0.041733503341674805
98, 0.042435407638549805
99, 0.04225659370422363
100, 0.06571531295776367
101, 0.040921926498413086
102, 0.04037213325500488
103, 0.04186058044433594
104, 0.04265594482421875
105, 0.04144287109375
106, 0.044060468673706055
107, 0.03983020782470703
108, 0.06480765342712402
