pno, rtt
0, 0.05669665336608887
1, 0.04595756530761719
2, 0.0576627254486084
3, 0.04716634750366211
4, 0.06380796432495117
5, 0.04579329490661621
6, 0.044280290603637695
7, 0.04772472381591797
8, 0.050637245178222656
9, 0.05042576789855957
10, 0.04545259475708008
11, 0.09447884559631348
12, 0.04812884330749512
13, 0.045542001724243164
14, 0.043398380279541016
15, 0.07365083694458008
16, 0.04545092582702637
17, 0.0436098575592041
18, 0.052477121353149414
19, 0.044663190841674805
20, 0.049149274826049805
21, 0.05132651329040527
22, 0.06708574295043945
23, 0.04633951187133789
24, 0.044834136962890625
25, 0.044877052307128906
26, 0.04566025733947754
27, 0.04519820213317871
28, 0.05036044120788574
29, 0.04872393608093262
30, 0.041990041732788086
31, 0.0444643497467041
32, 0.04319024085998535
33, 0.055796146392822266
34, 0.0506136417388916
35, 0.0671389102935791
36, 0.0413968563079834
37, 0.043646812438964844
38, 0.04424142837524414
39, 0.04665660858154297
40, 0.06173229217529297
41, 0.04452657699584961
42, 0.04560375213623047
43, 0.04390358924865723
44, 0.04340505599975586
45, 0.0570986270904541
46, 0.04287886619567871
47, 0.04430365562438965
48, 0.04739642143249512
49, 0.046805381774902344
50, 0.045867204666137695
51, 0.044610023498535156
52, 0.04256391525268555
53, 0.046678781509399414
54, 0.04917192459106445
55, 0.04957437515258789
56, 0.046010494232177734
57, 0.07358837127685547
58, 0.05025458335876465
59, 0.0714728832244873
60, 0.04517197608947754
61, 0.0672006607055664
62, 0.04611015319824219
63, 0.04270601272583008
64, 0.04318046569824219
65, 0.04532146453857422
66, 0.05837655067443848
67, 0.04361581802368164
68, 0.04489922523498535
69, 0.048426151275634766
70, 0.04375815391540527
71, 0.06180596351623535
72, 0.04629015922546387
73, 0.06614804267883301
74, 0.04459881782531738
75, 0.04516935348510742
76, 0.0833439826965332
77, 0.06264853477478027
78, 0.0460052490234375
79, 0.0823371410369873
80, 0.047330379486083984
81, 0.07356595993041992
82, 0.04895138740539551
83, 0.054047346115112305
84, 0.04779553413391113
85, 0.07204580307006836
86, 0.04627680778503418
87, 0.044934988021850586
88, 0.044115304946899414
89, 0.05682778358459473
90, 0.04464244842529297
91, 0.04441523551940918
92, 0.0454258918762207
93, 0.044564008712768555
94, 0.04929494857788086
95, 0.050800323486328125
96, 0.04412055015563965
97, 0.04677891731262207
98, 0.048792362213134766
99, 0.04451560974121094
100, 0.05275845527648926
101, 0.04432845115661621
102, 0.07404851913452148
103, 0.045307159423828125
104, 0.04680991172790527
105, 0.04802274703979492
106, 0.0954437255859375
107, 0.05025005340576172
108, 0.06685996055603027
109, 0.04608583450317383
110, 0.07068061828613281
111, 0.04437446594238281
112, 0.04496932029724121
113, 0.04555201530456543
114, 0.046936750411987305
115, 0.06930828094482422
116, 0.05962252616882324
117, 0.04683208465576172
118, 0.04482245445251465
119, 0.04272031784057617
120, 0.04346346855163574
121, 0.04234957695007324
122, 0.05989837646484375
123, 0.043648719787597656
124, 0.04331612586975098
125, 0.046047210693359375
126, 0.04442095756530762
127, 0.060178518295288086
128, 0.0437314510345459
129, 0.0450139045715332
130, 0.04522275924682617
131, 0.04249000549316406
132, 0.057586669921875
133, 0.04906773567199707
134, 0.06822872161865234
135, 0.044678688049316406
136, 0.04268670082092285
137, 0.04332733154296875
138, 0.04694724082946777
139, 0.05843710899353027
140, 0.04445457458496094
141, 0.08933544158935547
142, 0.04985690116882324
143, 0.05392718315124512
144, 0.043233633041381836
145, 0.04915356636047363
146, 0.047104835510253906
147, 0.04442143440246582
148, 0.051483154296875
149, 0.040968894958496094
150, 0.04555106163024902
151, 0.04533219337463379
152, 0.04370856285095215
153, 0.06303024291992188
154, 0.046038150787353516
155, 0.0684967041015625
156, 0.04621767997741699
157, 0.044779300689697266
158, 0.06804060935974121
159, 0.05577445030212402
160, 0.06119799613952637
161, 0.04684710502624512
162, 0.07630395889282227
163, 0.04961395263671875
164, 0.06657671928405762
165, 0.05260348320007324
166, 0.06131148338317871
167, 0.04585552215576172
168, 0.04398679733276367
169, 0.04212808609008789
170, 0.04331469535827637
171, 0.06212353706359863
172, 0.04455256462097168
173, 0.04694771766662598
174, 0.043405771255493164
175, 0.04484701156616211
176, 0.05464816093444824
177, 0.046933889389038086
178, 0.0446929931640625
179, 0.042257070541381836
180, 0.0435335636138916
181, 0.05769467353820801
182, 0.04733681678771973
183, 0.04303550720214844
184, 0.04457283020019531
185, 0.04172396659851074
186, 0.061022281646728516
187, 0.04814505577087402
188, 0.047524452209472656
189, 0.04422736167907715
190, 0.04632925987243652
191, 0.051808834075927734
192, 0.04657173156738281
193, 0.0674750804901123
194, 0.04524970054626465
195, 0.04495429992675781
196, 0.04558563232421875
197, 0.04480290412902832
198, 0.05994415283203125
199, 0.1198892593383789
200, 0.2981245517730713
201, 0.04619765281677246
202, 0.04503583908081055
203, 0.057837486267089844
204, 0.050245046615600586
205, 0.053731441497802734
206, 0.046961069107055664
207, 0.04561758041381836
208, 0.06184554100036621
209, 0.045273542404174805
210, 0.044278621673583984
211, 0.04514002799987793
212, 0.045645952224731445
213, 0.04410839080810547
214, 0.048998117446899414
215, 0.04488110542297363
216, 0.05871438980102539
217, 0.045470237731933594
218, 0.043640851974487305
219, 0.04434323310852051
220, 0.04323434829711914
221, 0.06067967414855957
222, 0.04531407356262207
223, 0.07177948951721191
224, 0.04916095733642578
225, 0.0687406063079834
226, 0.0454859733581543
227, 0.044974565505981445
228, 0.04651522636413574
229, 0.04894256591796875
230, 0.0494694709777832
231, 0.04710698127746582
232, 0.04339146614074707
233, 0.04445385932922363
234, 0.041707754135131836
235, 0.0619349479675293
236, 0.04454612731933594
237, 0.041786909103393555
238, 0.04207611083984375
239, 0.043479204177856445
240, 0.06065702438354492
241, 0.04269599914550781
242, 0.04133915901184082
243, 0.043592214584350586
244, 0.043173789978027344
245, 0.0444331169128418
246, 0.04480862617492676
247, 0.05507206916809082
248, 0.04249739646911621
249, 0.042204856872558594
250, 0.042800188064575195
251, 0.046630144119262695
252, 0.06162858009338379
253, 0.04261136054992676
254, 0.043402910232543945
255, 0.04294753074645996
256, 0.04518771171569824
257, 0.06197166442871094
258, 0.0481564998626709
259, 0.07308411598205566
260, 0.04670000076293945
261, 0.04343461990356445
262, 0.04817080497741699
263, 0.04425477981567383
264, 0.05098128318786621
265, 0.04638195037841797
266, 0.04485774040222168
267, 0.04466652870178223
268, 0.04362082481384277
269, 0.06908345222473145
270, 0.04376792907714844
271, 0.06026101112365723
272, 0.042905569076538086
273, 0.0472869873046875
274, 0.0421900749206543
275, 0.04340338706970215
276, 0.060088157653808594
277, 0.04793238639831543
278, 0.04230141639709473
279, 0.053025007247924805
280, 0.04975175857543945
281, 0.0465695858001709
282, 0.04378533363342285
283, 0.04232907295227051
284, 0.045137882232666016
285, 0.048452138900756836
286, 0.05265927314758301
287, 0.044704437255859375
288, 0.04121828079223633
289, 0.04260540008544922
290, 0.04259347915649414
291, 0.0654001235961914
292, 0.04897809028625488
293, 0.06995964050292969
294, 0.06169486045837402
295, 0.05983614921569824
296, 0.04322528839111328
297, 0.04416680335998535
298, 0.04050922393798828
299, 0.04523301124572754
300, 0.05791521072387695
301, 0.05016756057739258
302, 0.04366111755371094
303, 0.042441606521606445
304, 0.04406595230102539
305, 0.056446075439453125
306, 0.04454803466796875
307, 0.04438328742980957
308, 0.05656838417053223
309, 0.04308176040649414
310, 0.0495145320892334
311, 0.04524588584899902
312, 0.07109379768371582
313, 0.04884791374206543
314, 0.0695183277130127
315, 0.04247140884399414
316, 0.042111873626708984
317, 0.04349946975708008
318, 0.04455137252807617
319, 0.042722463607788086
320, 0.06326985359191895
321, 0.046170711517333984
322, 0.0677027702331543
323, 0.04630398750305176
324, 0.04225516319274902
325, 0.04712724685668945
326, 0.044283151626586914
327, 0.06342315673828125
328, 0.045746564865112305
329, 0.06843686103820801
330, 0.04363107681274414
331, 0.04205203056335449
332, 0.04263710975646973
333, 0.04339456558227539
334, 0.07627081871032715
335, 0.04876375198364258
336, 0.05670595169067383
337, 0.0425875186920166
338, 0.04470562934875488
339, 0.046828269958496094
340, 0.04562711715698242
341, 0.05314970016479492
342, 0.04430341720581055
343, 0.042974233627319336
344, 0.04326796531677246
345, 0.045491695404052734
346, 0.07590079307556152
347, 0.04542732238769531
348, 0.058652400970458984
349, 0.04523301124572754
350, 0.07226824760437012
351, 0.04930233955383301
352, 0.06939554214477539
353, 0.04907703399658203
354, 0.06782078742980957
355, 0.044449567794799805
356, 0.050054311752319336
357, 0.04610490798950195
358, 0.05958962440490723
359, 0.04786252975463867
360, 0.06975102424621582
361, 0.043451786041259766
362, 0.04623246192932129
363, 0.04970145225524902
364, 0.04573798179626465
365, 0.05184340476989746
