ID, X, Y
01, -0.7565865458583998, -8.700218572002836
02, -0.1392173600015686, -8.157965234628962
04, -0.017547178145297382, -6.59467049486188
05, -0.49732135186561166, -5.470111036305292
06, 0.1163815370088872, -4.911068993758052
07, -0.9098107250490131, -3.750108184245115
09, -0.22954621824065266, -2.1231682618731913
10, 0.3963221913528968, -1.4626804208550377
11, -0.6526504912003789, -0.39130024595622903
12, 1.1022476378479735, -0.0843841921808588
13, 0.06483661997444595, 1.3610505358155685
14, 0.6466209830068408, 1.5624253165869089
15, 0.18746347408748265, 2.9311368016792025
16, 0.7839821957854725, 3.2569525193451034
17, 0.6443514672575833, 4.40517834442567
19, 0.44072563443322615, 6.175066479552768
20, 1.045489948224691, 6.598819002397315
21, -0.7041068934162291, -8.135121950809044
22, -0.3362438904689166, -7.171358868407389
25, -0.18628985706494014, -5.7108440471315935
27, -0.13464914412961265, -4.303715530609055
28, -0.5815521611327549, -6.478905224852831
30, 0.2168680881505408, -3.6917069702862277
31, -0.33308804168422285, -3.447567791195891
32, 0.2949397881335438, -7.627239942338687
34, -0.7561937804580566, -4.544662327694159
35, 0.29969505466413104, -2.691477440725542
37, -0.266469010446433, -2.5765252859505527
40, -0.7207734466568207, -1.4167467863490317
41, 0.458900336561353, -0.6931836692093982
42, -0.13184805834094196, -0.9025929213512035
43, 1.000151580739127, -1.0734485344039952
44, -0.17674506629428927, -1.4484311594141073
46, -0.574039578879012, 0.595806718576689
47, 0.8959658723023158, 1.0862867028722512
48, 1.127469719356774, 0.482407838511256
49, 0.2838970477559012, 0.7834614977035476
50, -0.9575390751963596, -0.8197951897700226
51, -0.7693752995955616, 1.1847538585466502
53, 0.12632854901481594, 2.1661151024372756
55, 1.2573778824439226, 2.1654533820455697
56, 0.7220902195347183, 2.5611376512798856
57, 0.24194271100307274, 3.5922660407702383
61, 0.2943168722887464, 4.281966545038164
62, 0.8762112916426015, 4.464837959268792
63, 0.9189756389168641, 5.026391574357578
64, 0.36146852045013045, 5.165500124140952
66, -0.14763414549031267, 5.7742562299223765
67, 0.9881825716453343, 5.920067290078158
68, 1.39189453731357, -0.21408960685189748
69, 2.029276721265622, 0.3444778152384109
70, 2.6807631489277517, 0.9074591196809383
71, 3.2305529058247067, 0.25547958267826854
72, 3.7894832751985206, -0.40306235019927605
73, 3.882723132431349, 0.8144092990098013
74, 4.437274350685547, 0.15986589468766876
75, 2.579232792665129, -0.3044520019116417
76, 1.929884193612007, -0.8611045369888028
77, 3.141375358187055, -0.955649170167546
80, -0.06702991567058833, 6.73481170043175
82, 1.7542024015554767, 0.9727116324887719
84, -0.2087879922433102, -9.085293154686784
